,raceId,driverId,constructorId,circuitId,year,round,location,country,number_driver,grid,position_qualifying,driver_nationality,nationality_constructor,positionOrder,points,milliseconds,status,avg_lap_ms,pit_stop_count,avg_pit_duration_s,laps,fastestLapTime,fastestLapSpeed,rank,q1,q2,q3,max_quali_stage,did_not_finish,was_fastest_lap_missing
0,1074,844,6,3,2022,1,Sakhir,Bahrain,16,1,1,Monegasque,Italian,1,26.0,5853584,Finished,102694.45614035089,3,24.71733333333333,57,94.57,206.018,1.0,1:31.471,1:30.932,1:30.558,3,0,0
1,1074,832,6,3,2022,1,Sakhir,Bahrain,55,3,3,Spanish,Italian,2,18.0,5859182,Finished,102792.66666666669,3,24.46366666666667,57,95.74,203.501,3.0,1:31.567,1:30.787,1:30.687,3,0,0
2,1074,1,131,3,2022,1,Sakhir,Bahrain,44,5,5,British,German,3,15.0,5863259,Finished,102864.19298245614,3,25.52533333333333,57,96.228,202.469,5.0,1:32.285,1:31.048,1:31.238,3,0,0
3,1074,847,131,3,2022,1,Sakhir,Bahrain,63,9,9,British,German,4,12.0,5864795,Finished,102891.1403508772,3,25.598666666666663,57,96.302,202.313,6.0,1:32.269,1:31.252,1:32.216,3,0,0
4,1074,825,210,3,2022,1,Sakhir,Bahrain,20,7,7,Danish,American,5,10.0,5868338,Finished,102953.29824561405,3,25.80166666666667,57,96.623,201.641,8.0,1:31.955,1:31.461,1:31.808,3,0,0
5,1074,822,51,3,2022,1,Sakhir,Bahrain,77,6,6,Finnish,Swiss,6,8.0,5869703,Finished,102977.24561403508,3,25.412333333333333,57,96.599,201.691,7.0,1:31.919,1:31.717,1:31.560,3,0,0
6,1074,839,214,3,2022,1,Sakhir,Bahrain,31,11,11,French,French,7,6.0,5873007,Finished,103035.2105263158,3,26.703333333333333,57,97.11,200.63,14.0,1:32.041,1:31.782,DNQ,2,0,0
7,1074,852,213,3,2022,1,Sakhir,Bahrain,22,16,16,Japanese,Italian,8,4.0,5873970,Finished,103052.1052631579,3,24.877666666666663,57,97.104,200.642,13.0,1:32.750,DNQ,DNQ,1,0,0
8,1074,4,214,3,2022,1,Sakhir,Bahrain,14,8,8,Spanish,French,9,2.0,5875974,Finished,103087.26315789472,3,24.927333333333333,57,96.733,201.412,10.0,1:32.346,1:31.621,1:32.195,3,0,0
9,1074,855,51,3,2022,1,Sakhir,Bahrain,24,15,15,Chinese,Swiss,10,1.0,5876648,Finished,103099.08771929824,3,26.45533333333333,57,96.685,201.512,9.0,1:32.493,1:33.543,DNQ,2,0,0
10,1074,854,210,3,2022,1,Sakhir,Bahrain,47,12,12,German,American,11,0.0,5886158,Finished,103265.9298245614,2,25.4,57,96.956,200.948,11.0,1:32.380,1:31.998,DNQ,2,0,0
11,1074,840,117,3,2022,1,Sakhir,Bahrain,18,19,19,Canadian,British,12,0.0,5899457,Finished,103499.24561403508,3,25.91166666666667,57,97.146,200.555,15.0,1:33.032,DNQ,DNQ,1,0,0
12,1074,848,3,3,2022,1,Sakhir,Bahrain,23,14,14,Thai,British,13,0.0,5907516,Finished,103640.63157894736,3,25.16633333333333,57,97.355,200.125,18.0,1:32.726,1:32.664,DNQ,2,0,0
13,1074,817,1,3,2022,1,Sakhir,Bahrain,3,18,18,Australian,British,14,0.0,5908559,Finished,103658.9298245614,3,24.979666666666667,57,97.261,200.318,16.0,1:32.945,DNQ,DNQ,1,0,0
14,1074,846,1,3,2022,1,Sakhir,Bahrain,4,13,13,British,British,15,0.0,5909919,Finished,103682.7894736842,3,25.636666666666667,57,96.988,200.882,12.0,1:32.239,1:32.008,DNQ,2,0,0
15,1074,849,3,3,2022,1,Sakhir,Bahrain,6,20,20,Canadian,British,16,0.0,5915379,Finished,103778.57894736844,3,24.631,57,98.251,198.3,20.0,1:33.634,DNQ,DNQ,1,0,0
16,1074,807,117,3,2022,1,Sakhir,Bahrain,27,17,17,German,British,17,0.0,5917413,Finished,103814.26315789472,3,26.60833333333333,57,98.201,198.401,19.0,1:32.777,DNQ,DNQ,1,0,0
17,1074,815,9,3,2022,1,Sakhir,Bahrain,11,4,4,Mexican,Austrian,18,0.0,-1,Fuel pressure,102955.80357142857,3,24.722,56,96.089,202.762,4.0,1:32.311,1:31.008,1:30.921,3,1,0
18,1074,830,9,3,2022,1,Sakhir,Bahrain,33,2,2,Dutch,Austrian,19,0.0,-1,Fuel pressure,103661.03703703704,3,24.74533333333333,54,95.44,204.14,2.0,1:31.785,1:30.757,1:30.681,3,1,0
19,1074,842,213,3,2022,1,Sakhir,Bahrain,10,10,10,French,Italian,20,0.0,-1,Power Unit,100781.02272727272,2,25.225,44,97.324,200.189,17.0,1:32.096,1:31.635,1:32.338,3,1,0
20,1075,830,9,77,2022,2,Jeddah,Saudi Arabia,33,4,4,Dutch,Austrian,1,25.0,5059293,Finished,101185.86,1,20.731,50,91.772,242.191,2.0,1:28.928,1:28.945,1:28.461,3,0,0
21,1075,844,6,77,2022,2,Jeddah,Saudi Arabia,16,2,2,Monegasque,Italian,2,19.0,5059842,Finished,101196.84,1,21.038,50,91.634,242.556,1.0,1:29.039,1:28.780,1:28.225,3,0,0
22,1075,832,6,77,2022,2,Jeddah,Saudi Arabia,55,3,3,Spanish,Italian,3,15.0,5067390,Finished,101347.8,1,21.521,50,91.905,241.841,3.0,1:28.855,1:28.686,1:28.402,3,0,0
23,1075,815,9,77,2022,2,Jeddah,Saudi Arabia,11,1,1,Mexican,Austrian,4,12.0,5070093,Finished,101401.86,1,20.481,50,92.042,241.481,4.0,1:29.705,1:28.924,1:28.200,3,0,0
24,1075,847,131,77,2022,2,Jeddah,Saudi Arabia,63,6,6,British,German,5,10.0,5092025,Finished,101840.5,1,21.415,50,92.821,239.454,7.0,1:29.680,1:29.618,1:29.104,3,0,0
25,1075,839,214,77,2022,2,Jeddah,Saudi Arabia,31,5,5,French,French,6,8.0,5115310,Finished,102306.2,1,21.141,50,93.103,238.729,9.0,1:30.093,1:29.584,1:29.068,3,0,0
26,1075,846,1,77,2022,2,Jeddah,Saudi Arabia,4,11,11,British,British,7,6.0,5115417,Finished,102308.34,1,20.383,50,92.753,239.629,5.0,1:29.957,1:29.651,DNQ,2,0,0
27,1075,842,213,77,2022,2,Jeddah,Saudi Arabia,10,9,9,French,Italian,8,4.0,5122239,Finished,102444.78,1,22.82,50,93.468,237.796,10.0,1:29.891,1:29.418,1:29.254,3,0,0
28,1075,825,210,77,2022,2,Jeddah,Saudi Arabia,20,10,10,Danish,American,9,2.0,5123601,Finished,102472.02,1,22.374,50,92.779,239.562,6.0,1:29.831,1:29.546,1:29.588,3,0,0
29,1075,1,131,77,2022,2,Jeddah,Saudi Arabia,44,15,16,British,German,10,1.0,5133241,Finished,102664.82,1,21.788,50,92.997,239.001,8.0,1:30.343,DNQ,DNQ,1,0,0
30,1075,855,51,77,2022,2,Jeddah,Saudi Arabia,24,12,13,Chinese,Swiss,11,0.0,5141508,Finished,102830.16,2,24.4185,50,93.924,236.642,13.0,1:29.978,1:29.819,DNQ,2,0,0
31,1075,807,117,77,2022,2,Jeddah,Saudi Arabia,27,17,18,German,British,12,0.0,5151035,Finished,103020.7,1,21.425,50,93.651,237.332,11.0,1:30.543,DNQ,DNQ,1,0,0
32,1075,840,117,77,2022,2,Jeddah,Saudi Arabia,18,13,15,Canadian,British,13,0.0,-1,+1 Lap,103548.1836734694,1,22.339,49,94.446,235.334,16.0,1:30.256,1:31.009,DNQ,2,0,0
33,1075,848,3,77,2022,2,Jeddah,Saudi Arabia,23,16,17,Thai,British,14,0.0,-1,Collision damage,103261.7659574468,1,20.683,47,94.368,235.528,15.0,1:30.492,DNQ,DNQ,1,1,0
34,1075,822,51,77,2022,2,Jeddah,Saudi Arabia,77,8,8,Finnish,Swiss,15,0.0,-1,Cooling system,104390.94444444444,2,22.6355,36,93.979,236.503,14.0,1:29.683,1:29.404,1:29.183,3,1,0
35,1075,4,214,77,2022,2,Jeddah,Saudi Arabia,14,7,7,Spanish,French,16,0.0,-1,Water pump,103329.97142857144,1,21.543,35,93.831,236.876,12.0,1:29.978,1:29.295,1:29.147,3,1,0
36,1075,817,1,77,2022,2,Jeddah,Saudi Arabia,3,14,12,Australian,British,17,0.0,-1,Gearbox,103583.71428571428,1,20.65,35,94.487,235.232,17.0,1:30.009,1:29.773,DNQ,2,1,0
37,1075,849,3,77,2022,2,Jeddah,Saudi Arabia,6,18,19,Canadian,British,18,0.0,-1,Accident,98876.14285714286,0,0.0,14,97.53,227.892,18.0,1:31.817,DNQ,DNQ,1,1,0
38,1075,852,213,77,2022,2,Jeddah,Saudi Arabia,22,19,20,Japanese,Italian,19,0.0,-1,Power Unit,98847.76,0,0.0,0,9999.0,0.0,0.0,DNQ,DNQ,DNQ,0,1,1
39,1075,854,210,77,2022,2,Jeddah,Saudi Arabia,47,0,14,German,American,20,0.0,-1,Withdrew,100349.10017218628,0,0.0,0,9999.0,0.0,0.0,1:30.167,1:29.920,DNQ,2,1,1
40,1076,844,6,1,2022,3,Melbourne,Australia,16,1,1,Monegasque,Italian,1,26.0,5266548,Finished,90802.55172413791,1,17.973,58,80.26,236.74,1.0,1:18.881,1:18.606,1:17.868,3,0,0
41,1076,815,9,1,2022,3,Melbourne,Australia,11,3,3,Mexican,Austrian,2,18.0,5287072,Finished,91156.41379310343,1,17.434,58,81.094,234.305,3.0,1:18.834,1:18.340,1:18.240,3,0,0
42,1076,847,131,1,2022,3,Melbourne,Australia,63,6,6,British,German,3,15.0,5292141,Finished,91243.81034482758,1,18.479,58,81.495,233.152,4.0,1:19.405,1:19.076,1:18.933,3,0,0
43,1076,1,131,1,2022,3,Melbourne,Australia,44,5,5,British,German,4,12.0,5295091,Finished,91294.6724137931,1,17.877,58,81.886,232.039,7.0,1:19.401,1:19.106,1:18.825,3,0,0
44,1076,846,1,1,2022,3,Melbourne,Australia,4,4,4,British,British,5,10.0,5319851,Finished,91721.56896551725,1,17.556,58,82.248,231.018,8.0,1:19.280,1:19.066,1:18.703,3,0,0
45,1076,817,1,1,2022,3,Melbourne,Australia,3,7,7,Australian,British,6,8.0,5320285,Finished,91729.05172413791,1,18.15,58,82.451,230.449,9.0,1:19.665,1:19.130,1:19.032,3,0,0
46,1076,839,214,1,2022,3,Melbourne,Australia,31,8,8,French,French,7,6.0,5328231,Finished,91866.05172413791,1,19.128,58,82.469,230.399,10.0,1:19.605,1:19.136,1:19.061,3,0,0
47,1076,822,51,1,2022,3,Melbourne,Australia,77,12,12,Finnish,Swiss,8,4.0,5334987,Finished,91982.53448275862,1,18.413,58,81.651,232.707,5.0,1:19.251,1:19.410,DNQ,2,0,0
48,1076,842,213,1,2022,3,Melbourne,Australia,10,11,11,French,Italian,9,2.0,5342769,Finished,92116.70689655172,1,18.926,58,82.731,229.669,13.0,1:19.580,1:19.226,DNQ,2,0,0
49,1076,848,3,1,2022,3,Melbourne,Australia,23,20,16,Thai,British,10,1.0,5345930,Finished,92171.20689655172,1,19.845,58,82.589,230.064,12.0,1:20.135,DNQ,DNQ,1,0,0
50,1076,855,51,1,2022,3,Melbourne,Australia,24,14,14,Chinese,Swiss,11,0.0,5348243,Finished,92211.08620689657,1,18.38,58,82.541,230.198,11.0,1:19.910,1:20.155,DNQ,2,0,0
51,1076,840,117,1,2022,3,Melbourne,Australia,18,19,20,Canadian,British,12,0.0,5355146,Finished,92243.89655172414,3,19.068,58,83.592,227.304,17.0,DNQ,DNQ,DNQ,0,0,0
52,1076,854,210,1,2022,3,Melbourne,Australia,47,15,15,German,American,13,0.0,-1,+1 Lap,92435.28070175438,1,19.039,57,83.006,228.908,14.0,1:20.104,1:20.465,DNQ,2,0,0
53,1076,825,210,1,2022,3,Melbourne,Australia,20,16,17,Danish,American,14,0.0,-1,+1 Lap,92464.49122807015,1,19.111,57,83.071,228.729,15.0,1:20.254,DNQ,DNQ,1,0,0
54,1076,852,213,1,2022,3,Melbourne,Australia,22,13,13,Japanese,Italian,15,0.0,-1,+1 Lap,92506.29824561405,1,18.443,57,83.342,227.985,16.0,1:19.742,1:19.424,DNQ,2,0,0
55,1076,849,3,1,2022,3,Melbourne,Australia,6,18,19,Canadian,British,16,0.0,-1,+1 Lap,92579.49122807015,2,18.244,57,83.882,226.518,18.0,1:21.372,DNQ,DNQ,1,0,0
56,1076,4,214,1,2022,3,Melbourne,Australia,14,10,10,Spanish,French,17,0.0,-1,+1 Lap,92931.0350877193,2,18.595,57,80.846,235.024,2.0,1:19.192,1:18.815,DNQ,2,0,0
57,1076,830,9,1,2022,3,Melbourne,Australia,33,2,2,Dutch,Austrian,18,0.0,-1,Fuel leak,94887.84210526316,1,18.281,38,81.67699999999999,232.633,6.0,1:18.580,1:18.611,1:18.154,3,1,0
58,1076,20,117,1,2022,3,Melbourne,Australia,5,17,18,German,British,19,0.0,-1,Accident,94697.45454545454,0,0.0,22,85.189,223.042,19.0,1:21.149,DNQ,DNQ,1,1,0
59,1076,832,6,1,2022,3,Melbourne,Australia,55,9,9,Spanish,Italian,20,0.0,-1,Spun off,99028.0,0,0.0,1,9999.0,0.0,0.0,1:18.983,1:18.469,1:19.408,3,1,1
60,1077,830,9,21,2022,4,Imola,Italy,33,1,1,Dutch,Austrian,1,26.0,5527986,Finished,87745.80952380953,2,29.9715,63,78.446,225.281,1.0,1:19.295,1:18.793,1:27.999,3,0,0
61,1077,815,9,21,2022,4,Imola,Italy,11,3,7,Mexican,Austrian,2,18.0,5544513,Finished,88008.14285714286,2,29.9965,63,78.949,223.845,3.0,1:19.773,1:19.296,1:29.808,3,0,0
62,1077,846,1,21,2022,4,Imola,Italy,4,5,3,British,British,3,15.0,5562820,Finished,88298.73015873016,1,30.07,63,80.90299999999999,218.439,7.0,1:20.168,1:19.294,1:29.131,3,0,0
63,1077,847,131,21,2022,4,Imola,Italy,63,11,11,British,German,4,12.0,5570492,Finished,88420.50793650794,1,31.079,63,80.962,218.28,8.0,1:20.383,1:20.757,DNQ,2,0,0
64,1077,822,51,21,2022,4,Imola,Italy,77,7,8,Finnish,Swiss,5,10.0,5571167,Finished,88431.22222222222,1,40.957,63,80.758,218.831,6.0,1:20.419,1:20.192,1:30.439,3,0,0
65,1077,844,6,21,2022,4,Imola,Italy,16,2,2,Monegasque,Italian,6,8.0,5584058,Finished,88635.84126984127,3,32.79866666666666,63,78.574,224.914,2.0,1:18.796,1:19.584,1:28.778,3,0,0
66,1077,852,213,21,2022,4,Imola,Italy,22,12,16,Japanese,Italian,7,6.0,5589096,Finished,88715.80952380953,1,30.372,63,80.544,219.412,5.0,1:20.474,DNQ,DNQ,1,0,0
67,1077,20,117,21,2022,4,Imola,Italy,5,13,9,German,British,8,4.0,5598878,Finished,88871.07936507936,1,30.484,63,81.211,217.61,9.0,1:20.364,1:19.957,1:31.062,3,0,0
68,1077,825,210,21,2022,4,Imola,Italy,20,8,4,Danish,American,9,2.0,5603246,Finished,88940.41269841269,1,33.765,63,81.238,217.538,10.0,1:20.147,1:19.902,1:29.164,3,0,0
69,1077,840,117,21,2022,4,Imola,Italy,18,15,15,Canadian,British,10,1.0,-1,+1 Lap,89310.93548387097,1,32.667,62,81.75,216.176,16.0,1:20.342,1:28.119,DNQ,2,0,0
70,1077,848,3,21,2022,4,Imola,Italy,23,18,20,Thai,British,11,0.0,-1,+1 Lap,89386.5,1,30.793,62,81.757,216.157,17.0,DNQ,DNQ,DNQ,0,0,0
71,1077,842,213,21,2022,4,Imola,Italy,10,17,17,French,Italian,12,0.0,-1,+1 Lap,89396.19354838709,1,30.405,62,81.713,216.274,15.0,1:20.732,DNQ,DNQ,1,0,0
72,1077,1,131,21,2022,4,Imola,Italy,44,14,13,British,German,13,0.0,-1,+1 Lap,89407.5,1,32.74,62,81.419,217.054,13.0,1:20.470,1:21.138,DNQ,2,0,0
73,1077,839,214,21,2022,4,Imola,Italy,31,16,19,French,French,14,0.0,-1,+1 Lap,89360.33870967742,1,31.409,62,81.887,215.814,18.0,1:22.338,DNQ,DNQ,1,0,0
74,1077,855,51,21,2022,4,Imola,Italy,24,0,14,Chinese,Swiss,15,0.0,-1,+1 Lap,89538.12903225806,1,32.203,62,81.286,217.41,11.0,1:19.730,1:21.434,DNQ,2,0,0
75,1077,849,3,21,2022,4,Imola,Italy,6,19,18,Canadian,British,16,0.0,-1,+1 Lap,89580.96774193548,1,31.125,62,81.338,217.271,12.0,1:21.971,DNQ,DNQ,1,0,0
76,1077,854,210,21,2022,4,Imola,Italy,47,10,12,German,American,17,0.0,-1,+1 Lap,89869.46774193548,2,31.152,62,78.999,223.704,4.0,1:20.422,1:20.916,DNQ,2,0,0
77,1077,817,1,21,2022,4,Imola,Italy,3,6,6,Australian,British,18,0.0,-1,+1 Lap,90171.66129032258,3,30.979666666666667,62,81.577,216.634,14.0,1:19.980,1:20.031,1:29.742,3,0,0
78,1077,4,214,21,2022,4,Imola,Italy,14,9,5,Spanish,French,19,0.0,-1,Collision damage,124153.16666666669,0,0.0,6,99.685,177.282,19.0,1:20.198,1:19.595,1:29.202,3,1,0
79,1077,832,6,21,2022,4,Imola,Italy,55,4,10,Spanish,Italian,20,0.0,-1,Collision,90854.8639879268,0,0.0,0,9999.0,0.0,0.0,1:19.305,1:18.990,DNQ,2,1,1
80,1078,830,9,79,2022,5,Miami,USA,33,3,3,Dutch,Austrian,1,26.0,5664258,Finished,99372.94736842104,1,18.798,57,91.361,213.255,1.0,1:29.836,1:29.202,1:28.991,3,0,0
81,1078,844,6,79,2022,5,Miami,USA,16,1,1,Monegasque,Italian,2,18.0,5668044,Finished,99439.36842105264,1,19.697,57,91.488,212.959,2.0,1:29.474,1:29.130,1:28.796,3,0,0
82,1078,832,6,79,2022,5,Miami,USA,55,2,2,Spanish,Italian,3,15.0,5672487,Finished,99517.31578947368,1,22.063,57,91.79,212.258,3.0,1:30.079,1:29.729,1:28.986,3,0,0
83,1078,815,9,79,2022,5,Miami,USA,11,4,4,Mexican,Austrian,4,12.0,5674896,Finished,99559.57894736844,2,18.476,57,91.819,212.191,4.0,1:30.055,1:29.673,1:29.036,3,0,0
84,1078,847,131,79,2022,5,Miami,USA,63,12,12,British,German,5,10.0,5682840,Finished,99698.94736842104,1,19.035,57,92.195,211.325,5.0,1:30.490,1:30.173,DNQ,2,0,0
85,1078,1,131,79,2022,5,Miami,USA,44,6,6,British,German,6,8.0,5685626,Finished,99747.82456140353,1,18.82,57,92.941,209.629,7.0,1:30.388,1:29.797,1:29.625,3,0,0
86,1078,822,51,79,2022,5,Miami,USA,77,5,5,Finnish,Swiss,7,6.0,5689331,Finished,99812.82456140353,1,19.614,57,93.184,209.083,10.0,1:30.845,1:29.751,1:29.475,3,0,0
87,1078,839,214,79,2022,5,Miami,USA,31,20,20,French,French,8,4.0,5692644,Finished,99870.94736842104,1,19.019,57,93.163,209.13,9.0,DNQ,DNQ,DNQ,0,0,0
88,1078,848,3,79,2022,5,Miami,USA,23,18,18,Thai,British,9,2.0,5696623,Finished,99940.75438596492,1,20.059,57,93.447,208.494,15.0,1:31.266,DNQ,DNQ,1,0,0
89,1078,840,117,79,2022,5,Miami,USA,18,0,10,Canadian,British,10,1.0,5701284,Finished,100022.52631578948,1,19.074,57,93.312,208.796,12.0,1:30.441,1:29.996,1:30.676,3,0,0
90,1078,4,214,79,2022,5,Miami,USA,14,11,11,Spanish,French,11,0.0,5701386,Finished,99848.87719298246,1,21.638,57,93.331,208.753,13.0,1:30.407,1:30.160,DNQ,2,0,0
91,1078,852,213,79,2022,5,Miami,USA,22,9,9,Japanese,Italian,12,0.0,5704404,Finished,100077.26315789472,2,19.244,57,93.035,209.417,8.0,1:30.485,1:30.031,1:29.932,3,0,0
92,1078,817,1,79,2022,5,Miami,USA,3,14,14,Australian,British,13,0.0,5705160,Finished,100002.80701754386,2,19.382,57,93.265,208.901,11.0,1:30.583,1:30.310,DNQ,2,0,0
93,1078,849,3,79,2022,5,Miami,USA,6,19,19,Canadian,British,14,0.0,5714194,Finished,100249.01754385963,1,19.185,57,94.169,206.896,18.0,1:31.325,DNQ,DNQ,1,0,0
94,1078,854,210,79,2022,5,Miami,USA,47,15,15,German,American,15,0.0,5737563,Finished,100659.0,2,26.397,57,92.528,210.565,6.0,1:30.645,1:30.423,DNQ,2,0,0
95,1078,825,210,79,2022,5,Miami,USA,20,16,16,Danish,American,16,0.0,-1,Front wing,100158.26785714286,2,20.2165,56,93.511,208.351,17.0,1:30.975,DNQ,DNQ,1,1,0
96,1078,20,117,79,2022,5,Miami,USA,5,0,13,German,British,17,0.0,-1,Collision,100720.70370370372,1,19.861,54,93.479,208.423,16.0,1:30.677,1:30.214,DNQ,2,1,0
97,1078,842,213,79,2022,5,Miami,USA,10,7,7,French,Italian,18,0.0,-1,Suspension,101927.55555555556,2,19.275,45,94.487,206.199,19.0,1:30.779,1:30.128,1:29.690,3,1,0
98,1078,846,1,79,2022,5,Miami,USA,4,8,8,British,British,19,0.0,-1,Collision,96139.53846153848,1,19.986,39,93.411,208.575,14.0,1:30.761,1:29.634,1:29.750,3,1,0
99,1078,855,51,79,2022,5,Miami,USA,24,17,17,Chinese,Swiss,20,0.0,-1,Water leak,102172.16666666669,0,0.0,6,95.731,203.52,20.0,1:31.020,DNQ,DNQ,1,1,0
100,1079,830,9,4,2022,6,Montmeló,Spain,33,2,2,Dutch,Austrian,1,25.0,5840475,Finished,88492.04545454546,3,22.026666666666667,66,85.456,196.943,4.0,1:20.091,1:19.219,1:19.073,3,0,0
101,1079,815,9,4,2022,6,Montmeló,Spain,11,5,5,Mexican,Austrian,2,19.0,5853547,Finished,88690.10606060606,3,21.781666666666663,66,84.108,200.099,1.0,1:20.447,1:19.830,1:19.420,3,0,0
102,1079,847,131,4,2022,6,Montmeló,Spain,63,4,4,British,German,3,15.0,5873402,Finished,88990.93939393939,3,22.336,66,84.636,198.851,3.0,1:20.218,1:19.470,1:19.393,3,0,0
103,1079,832,6,4,2022,6,Montmeló,Spain,55,3,3,Spanish,Italian,4,12.0,5885683,Finished,89177.01515151515,3,22.17,66,85.985,195.731,7.0,1:19.892,1:19.453,1:19.166,3,0,0
104,1079,1,131,4,2022,6,Montmeló,Spain,44,6,6,British,German,5,10.0,5895009,Finished,89318.31818181818,3,25.133333333333333,66,84.253,199.755,2.0,1:20.252,1:19.794,1:19.512,3,0,0
105,1079,822,51,4,2022,6,Montmeló,Spain,77,7,7,Finnish,Swiss,6,8.0,5900451,Finished,89400.77272727272,2,22.764,66,86.395,194.802,8.0,1:20.355,1:20.053,1:19.608,3,0,0
106,1079,839,214,4,2022,6,Montmeló,Spain,31,12,12,French,French,7,6.0,5915872,Finished,89634.42424242424,3,22.374333333333333,66,85.935,195.845,6.0,1:20.880,1:20.638,DNQ,2,0,0
107,1079,846,1,4,2022,6,Montmeló,Spain,4,11,11,British,British,8,4.0,5923710,Finished,89753.18181818182,3,22.474,66,85.619,196.568,5.0,1:20.838,1:20.471,DNQ,2,0,0
108,1079,4,214,4,2022,6,Montmeló,Spain,14,20,17,Spanish,French,9,2.0,-1,+1 Lap,89958.8,3,23.232,65,86.599,194.344,9.0,1:21.043,DNQ,DNQ,1,0,0
109,1079,852,213,4,2022,6,Montmeló,Spain,22,13,13,Japanese,Italian,10,1.0,-1,+1 Lap,90017.23076923077,3,22.733666666666668,65,86.828,193.831,10.0,1:20.707,1:20.639,DNQ,2,0,0
110,1079,20,117,4,2022,6,Montmeló,Spain,5,16,16,German,British,11,0.0,-1,+1 Lap,90263.04615384615,2,22.496,65,87.629,192.059,18.0,1:20.954,DNQ,DNQ,1,0,0
111,1079,817,1,4,2022,6,Montmeló,Spain,3,9,9,Australian,British,12,0.0,-1,+1 Lap,90463.87692307692,3,22.22566666666667,65,87.285,192.816,15.0,1:20.549,1:20.287,1:20.297,3,0,0
112,1079,842,213,4,2022,6,Montmeló,Spain,10,14,14,French,Italian,13,0.0,-1,+1 Lap,90483.41538461538,3,23.931,65,86.987,193.477,12.0,1:20.719,1:20.861,DNQ,2,0,0
113,1079,854,210,4,2022,6,Montmeló,Spain,47,10,10,German,American,14,0.0,-1,+1 Lap,90521.8153846154,2,23.3545,65,87.447,192.459,16.0,1:20.683,1:20.436,1:20.368,3,0,0
114,1079,840,117,4,2022,6,Montmeló,Spain,18,17,18,Canadian,British,15,0.0,-1,+1 Lap,90812.4,3,23.34633333333333,65,86.876,193.724,11.0,1:21.418,DNQ,DNQ,1,0,0
115,1079,849,3,4,2022,6,Montmeló,Spain,6,19,20,Canadian,British,16,0.0,-1,+2 Laps,91327.046875,3,22.753666666666668,64,87.246,192.902,14.0,1:21.915,DNQ,DNQ,1,0,0
116,1079,825,210,4,2022,6,Montmeló,Spain,20,8,8,Danish,American,17,0.0,-1,+2 Laps,91455.171875,2,26.755,64,87.537,192.261,17.0,1:20.227,1:19.810,1:19.682,3,0,0
117,1079,848,3,4,2022,6,Montmeló,Spain,23,18,19,Thai,British,18,0.0,-1,+2 Laps,92043.796875,4,23.202,64,88.281,190.641,19.0,1:21.645,DNQ,DNQ,1,0,0
118,1079,855,51,4,2022,6,Montmeló,Spain,24,15,15,Chinese,Swiss,19,0.0,-1,Power loss,91984.67857142857,1,23.109,28,88.41499999999999,190.352,20.0,1:20.476,1:21.094,DNQ,2,1,0
119,1079,844,6,4,2022,6,Montmeló,Spain,16,1,1,Monegasque,Italian,20,0.0,-1,Turbo,89691.03703703704,1,21.794,27,87.03,193.381,13.0,1:19.861,1:19.969,1:18.750,3,1,0
120,1080,815,9,6,2022,7,Monte-Carlo,Monaco,11,3,3,Mexican,Austrian,1,25.0,6990265,Finished,109222.890625,3,407.0023333333333,64,76.02799999999999,158.01,4.0,1:13.004,1:11.954,1:11.629,3,0,0
121,1080,832,6,6,2022,7,Monte-Carlo,Monaco,55,2,2,Spanish,Italian,2,18.0,6991419,Finished,109240.921875,2,599.7295,64,76.42099999999999,157.197,7.0,1:12.616,1:12.074,1:11.601,3,0,0
122,1080,830,9,6,2022,7,Monte-Carlo,Monaco,33,4,4,Dutch,Austrian,3,15.0,6991756,Finished,109246.1875,3,409.838,64,76.05199999999999,157.96,5.0,1:12.993,1:12.117,1:11.666,3,0,0
123,1080,844,6,6,2022,7,Monte-Carlo,Monaco,16,1,1,Monegasque,Italian,4,12.0,6993187,Finished,109268.546875,3,410.1886666666667,64,76.249,157.552,6.0,1:12.569,1:11.864,1:11.376,3,0,0
124,1080,847,131,6,2022,7,Monte-Carlo,Monaco,63,6,6,British,German,5,10.0,7002233,Finished,109409.890625,2,601.4485,64,76.83,156.36,8.0,1:12.787,1:12.617,1:12.112,3,0,0
125,1080,846,1,6,2022,7,Monte-Carlo,Monaco,4,5,5,British,British,6,9.0,7002496,Finished,109414.0,4,314.317,64,74.693,160.834,1.0,1:12.927,1:12.266,1:11.849,3,0,0
126,1080,4,214,6,2022,7,Monte-Carlo,Monaco,14,7,7,Spanish,French,7,6.0,7036623,Finished,109947.234375,2,603.292,64,75.882,158.314,3.0,1:13.394,1:12.688,1:12.247,3,0,0
127,1080,1,131,6,2022,7,Monte-Carlo,Monaco,44,8,8,British,German,8,4.0,7040653,Finished,110010.203125,3,411.8613333333333,64,77.203,155.605,9.0,1:13.444,1:12.595,1:12.560,3,0,0
128,1080,822,51,6,2022,7,Monte-Carlo,Monaco,77,12,12,Finnish,Swiss,9,2.0,7042790,Finished,110043.59375,2,606.282,64,77.6,154.809,14.0,1:13.541,1:12.909,DNQ,2,0,0
129,1080,20,117,6,2022,7,Monte-Carlo,Monaco,5,9,9,German,British,10,1.0,7043801,Finished,110059.390625,3,406.531,64,77.55799999999999,154.893,12.0,1:13.313,1:12.613,1:12.732,3,0,0
